PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,NumInGroup,FirstName,LastName,DeckCab,NumCab,SideCab,TotalBill,Hp_1,Hp_2,Hp_3,Cluster,Centroid0,Centroid1,Centroid2,Centroid3,Centroid4,Centroid5,Centroid6,Centroid7,Centroid8,Centroid9
0020_02,1,1.0,E/0/S,3,49.0,0,0.0,0.0,0.0,0.0,0.0,0,20,2,Glendy,Brantuarez,E,0,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0020_03,1,1.0,E/0/S,3,29.0,0,0.0,0.0,0.0,0.0,0.0,0,20,3,Mollen,Mcfaddennon,E,0,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0020_04,1,1.0,E/0/S,1,10.0,0,0.0,0.0,0.0,0.0,0.0,1,20,4,Breney,Jacostanley,E,0,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0020_05,1,1.0,E/0/S,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,20,5,Mael,Brantuarez,E,0,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0020_06,1,1.0,E/0/S,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,20,6,Terta,Mcfaddennon,E,0,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0022_01,3,0.0,D/0/P,1,21.0,0,980.0,2.0,69.0,0.0,0.0,0,22,1,None,None,D,0,P,1051.0,1051.0,0.0,0.0,3,3.047861266669705,1.4905347520503403,13.251862502887485,0.5153277695918674,10.767832906518974,2.3046532537720315,9.686298484896344,8.81791631724933,4.5860193474361175,5.836012281315188
0024_01,2,1.0,C/2/S,1,62.0,0,0.0,0.0,0.0,0.0,0.0,1,24,1,Penton,Fullided,C,2,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0025_01,1,0.0,F/6/S,1,15.0,0,0.0,225.0,0.0,998.0,0.0,0,25,1,Karard,Brookenson,F,6,S,1223.0,1223.0,0.0,0.0,1,2.570529177608025,0.8540093535103878,12.387785770463234,2.1416165284787354,10.820116971967321,2.1777965259432968,9.415373884731173,8.612772082022495,3.570055638254371,7.284106144971622
0026_01,2,0.0,C/0/P,3,34.0,1,22.0,6073.0,0.0,1438.0,328.0,0,26,1,Anyoni,Unconary,C,0,P,7861.0,0.0,0.0,7861.0,0,2.473203003950783,4.790277767933461,10.783413883789766,4.969240097541277,10.943226371656252,4.997897378883211,5.026908906028551,7.905048342423143,4.160938939576794,7.907112068745104
0028_01,3,0.0,F/8/P,1,43.0,0,1125.0,0.0,136.0,48.0,0.0,0,28,1,Ceros,Mare,F,8,P,1309.0,1309.0,0.0,0.0,3,3.1188457861203265,1.7335825404136938,13.195323131828365,0.2666678563910638,10.653774321895336,2.345136485089855,9.668109909487587,8.810970433011745,4.585802424552944,5.585660557958567
0030_01,1,0.0,G/4/S,1,32.0,1,0.0,850.0,81.0,437.0,453.0,0,30,1,Ginia,Morsentley,G,4,S,1821.0,1821.0,0.0,0.0,1,1.958614250884826,0.8095331713719919,12.612039033849161,2.0719138664667267,10.613069590417853,1.9880344211356782,8.937531490494168,8.139736833506257,3.835362079317973,7.204293694169595
0031_01,3,0.0,F/9/P,1,47.0,1,214.0,0.0,1411.0,0.0,1229.0,1,31,1,Coobix,Datie,F,9,P,2854.0,2854.0,0.0,0.0,5,3.1662959613196757,2.707827860644633,13.069912532012877,2.935465704012157,8.376458806532893,1.1657257597025334,9.477594277411201,7.79931271816314,4.7133555435913275,7.12944821025775
0031_02,3,1.0,F/9/P,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,31,2,Cinets,Datie,F,9,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0031_03,3,0.0,F/9/P,1,20.0,1,13.0,0.0,1750.0,990.0,0.0,1,31,3,Dontch,Datie,F,9,P,2753.0,2753.0,0.0,0.0,5,3.7833622772289903,3.1580158278889168,12.489626335851874,3.5015412376651347,7.813200121776454,1.3573491000312805,9.68666039851654,8.825924300260112,4.3747653421749595,7.575481239699753
0034_01,2,1.0,D/1/S,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1,34,1,Ziba,Oingwhedly,D,1,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0035_01,3,0.0,D/1/P,3,23.0,1,784.0,964.0,0.0,951.0,0.0,0,35,1,Luse,Butte,D,1,P,2699.0,0.0,0.0,2699.0,3,2.280530656840828,1.6952394290934543,12.109595154631425,1.277416581087777,10.684771789838067,2.4601627921522673,8.792152355647609,8.40847646725464,3.4883398241636883,5.981572702832181
0036_01,1,0.0,F/8/S,3,15.0,0,0.0,492.0,48.0,20.0,401.0,0,36,1,Marina,Leodger,F,8,S,961.0,0.0,0.0,961.0,1,2.3545809627907497,0.41403857135272515,13.1207113116902,2.020853976528112,10.765099831975766,1.9832465849064982,9.32596742415813,8.377683005139698,4.318418246046939,7.286859592764102
0038_01,1,0.0,F/10/S,3,20.0,1,554.0,195.0,0.0,2606.0,0.0,0,38,1,Loise,Wheelez,F,10,S,3355.0,0.0,0.0,3355.0,8,3.0427705639659095,2.5913970205691284,10.82380756697424,2.57823624664982,10.770508912172128,3.1396653648121142,9.179075906294596,8.455853732462645,2.1342825758655137,6.562162959435285
0039_01,1,1.0,G/1/P,3,30.0,0,0.0,0.0,0.0,0.0,0.0,0,39,1,Jorgie,Batthewitt,G,1,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0041_01,1,1.0,G/2/P,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,41,1,Margia,Moodsey,G,2,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0043_01,2,0.0,B/3/P,1,45.0,1,0.0,164.0,45.0,2511.0,855.0,0,43,1,Ankalik,Cylistrand,B,3,P,3575.0,3575.0,0.0,0.0,8,2.693612327583512,2.5042740425004246,10.81146427981048,3.068845724904261,10.681133836940935,3.058891384477015,9.061767203519896,7.724709472995185,1.9987298256244845,7.350038238517974
0044_01,1,1.0,G/3/P,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,44,1,Jodye,Coopelandez,G,3,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0044_02,1,1.0,G/3/P,3,4.0,0,0.0,0.0,0.0,0.0,0.0,1,44,2,Kayne,Coopelandez,G,3,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0044_03,1,1.0,G/3/P,2,21.0,0,0.0,0.0,0.0,0.0,0.0,1,44,3,Cassa,Coopelandez,G,3,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0045_01,3,0.0,F/10/P,1,21.0,0,970.0,0.0,180.0,0.0,64.0,0,45,1,Zelowl,Chmad,F,10,P,1214.0,1214.0,0.0,0.0,3,3.0022264174994437,1.5029986106169106,13.220602471424598,0.49909445570520317,10.567638574607814,2.137003445800433,9.649521613465437,8.741092949121878,4.553478487916198,5.8220561095616725
0045_02,3,1.0,F/10/P,1.0,19.0,0,0.0,0.0,0.0,0.0,0.0,1,45,2,Mass,Chmad,F,10,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0050_01,1,0.0,E/1/S,3,35.0,0,790.0,0.0,0.0,20.0,0.0,0,50,1,Sony,Lancis,E,1,S,810.0,0.0,0.0,810.0,3,2.962689805944187,1.186130950873466,13.25479270097787,0.8321171512574553,10.881524591919607,2.2637408573442026,9.698154657664993,8.815581209762705,4.53188499123761,6.148729176221436
0051_01,1,0.0,E/2/S,1,56.0,1,0.0,112.0,0.0,1379.0,127.0,0,51,1,Vivia,Johnshines,E,2,S,1618.0,1618.0,0.0,0.0,1,2.5954350513540914,1.2125748629829924,12.039959051585075,2.283117843481277,10.799066966004263,2.3197484088621434,9.39456522750906,8.470864784843666,3.2134359820935243,7.281368756545144
0052_01,1,0.0,G/6/S,1,25.0,1,4.0,0.0,2.0,4683.0,0.0,0,52,1,Elaney,Hubbarton,G,6,S,4689.0,4689.0,0.0,0.0,8,4.404162339686172,4.3613392955429875,9.105961514391282,4.671729993604068,11.156458624126126,4.69900162660971,9.534132676700693,8.790910740947377,1.1011558061456537,8.019627948396572
0053_01,1,0.0,F/11/S,1,25.0,1,0.0,0.0,1938.0,0.0,1.0,1,53,1,Elson,Hickerson,F,11,S,1939.0,1939.0,0.0,0.0,5,4.094546618936171,3.3120356416593424,13.433610171636289,3.669424868945279,7.621774712203176,1.344589457626298,9.962539162871542,9.086633853441652,5.285616933759626,7.753515137426448
0056_01,2,1.0,A/1/S,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,56,1,Okulas,Tractive,A,1,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0056_02,2,1.0,A/1/S,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,56,2,Instab,Tractive,A,1,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0056_03,2,0.0,A/1/S,1,27.0,1,279.0,605.0,3374.0,286.0,3.0,1,56,3,Zinoces,Tractive,A,1,S,4547.0,4547.0,0.0,0.0,5,6.002495302167026,5.930486263392181,13.572987529810545,5.863426937638782,4.945393160670918,3.9385275976956833,10.316131304849742,9.82181283402508,6.716174193958239,8.48702856403356
0058_01,1,1.0,G/7/S,2,36.0,0,0.0,0.0,0.0,0.0,0.0,0,58,1,Warry,Ayalazquez,G,7,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0061_01,1,0.0,F/12/S,1,22.0,1,45.0,1096.0,148.0,1377.0,1.0,0,61,1,Shanya,Salez,F,12,S,2667.0,2667.0,0.0,0.0,1,2.052280584412383,1.5375813665711,11.742022711791234,2.33135945243031,10.450731212401482,2.2235169196341085,8.68268092589311,8.334158489129605,2.9856106103393105,7.13173797287615
0062_01,1,0.0,F/13/S,1,62.0,0,0.0,592.0,0.0,17.0,25.0,0,62,1,Sterry,Greeves,F,13,S,634.0,634.0,0.0,0.0,1,2.5076716737696376,0.3481000464684995,13.186997010578454,2.0378246120019106,10.879973769047256,2.0700861762723273,9.374990849506421,8.70702713546937,4.39569380843114,7.327071268402482
0064_01,3,1.0,F/14/S,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,64,1,None,None,F,14,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0064_02,3.0,1.0,E/3/S,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,64,2,Colatz,Keen,E,3,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0066_01,1,0.0,G/6/P,1,62.0,0,1.0,153.0,197.0,0.0,460.0,0,66,1,Diandy,Pecketton,G,6,P,811.0,811.0,0.0,0.0,1,2.540973124492821,0.4518427380237187,13.201287735416967,2.0170682424332753,10.54536750010788,1.7373548875731812,9.532763342844854,8.388220793090468,4.380944476695496,7.2963423127741995
0067_01,1,1.0,G/10/S,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,67,1,Ninaha,Leeves,G,10,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0067_02,1,0.0,G/10/S,1,18.0,0,1.0,258.0,446.0,0.0,0.0,1,67,2,Celine,Leeves,G,10,S,705.0,705.0,0.0,0.0,1,2.722825753670948,0.7383643768218693,13.241636405960872,2.070134701497268,10.153778807038814,1.3076064555418347,9.558140814192878,8.749857349163067,4.45306288462613,7.314083561255339
0067_03,1,0.0,F/15/S,3,21.0,1,1946.0,37.0,0.0,0.0,24.0,0,67,3,Velyne,Leeves,F,15,S,2007.0,0.0,0.0,2007.0,3,3.8620640448064636,3.026201142081269,13.31304370961466,1.1038128661260609,11.02644973288641,3.455649711842286,9.806132793987523,9.021643742670255,5.119067301992642,4.32619122400287
0068_01,3,0.0,E/4/S,1,29.0,0,793.0,0.0,2.0,253.0,0.0,0,68,1,Cinst,Binie,E,4,S,1048.0,1048.0,0.0,0.0,3,2.902195989079877,1.207083392803093,13.037861240374074,0.8080149610494326,10.84645054336655,2.257166578890574,9.637031405341956,8.75919216791446,4.319884893536491,6.108757894840997
0069_01,1,0.0,F/16/S,1,42.0,0,887.0,0.0,9.0,6.0,0.0,1,69,1,None,None,F,16,S,902.0,902.0,0.0,0.0,3,3.0091706419848627,1.3393486318773768,13.260896400858561,0.6857523136610605,10.868510142234927,2.318436873782846,9.697900537760733,8.821901511605068,4.5656813361966755,5.995790799696679
0070_01,1,0.0,F/13/P,1,19.0,0,190.0,0.0,5.0,1.0,726.0,0,70,1,Meremy,Brighttt,F,13,P,922.0,922.0,0.0,0.0,1,2.53667624711323,0.6174982083372786,13.18916038753969,1.7911592553939635,10.844946198388138,2.0882959541228443,9.571293216829597,8.195034630052524,4.37581704311966,7.027847868441446
0071_01,1,0.0,F/14/P,1,17.0,1,16.0,2165.0,0.0,0.0,52.0,0,71,1,Nelly,Dillines,F,14,P,2233.0,2233.0,0.0,0.0,1,1.6162338824438516,1.4688978556430579,12.790685427427404,2.369798883869185,10.756504697895258,2.4152526062263173,8.240822215753717,8.382079606719971,4.224004608230347,7.241478853371115
0072_01,1,0.0,F/17/S,1,14.0,0,0.0,1.0,0.0,0.0,1063.0,0,72,1,Thell,Brantuarez,F,17,S,1064.0,1064.0,0.0,0.0,1,2.4625488875194215,0.8602180161734134,13.165864634812763,2.1592626196678983,10.862103355395478,2.1952925901373836,9.533879773177421,7.924966058166025,4.3730008858211225,7.318219406546043
0073_01,3,0.0,D/3/P,2,37.0,0,46.0,83.0,738.0,0.0,12.0,0,73,1,Gorn,Make,D,3,P,879.0,0.0,879.0,0.0,5,2.9190138253051754,1.2271192388122478,13.264120543799766,2.1804488593711038,9.66286749476451,0.8049054152142089,9.658605737078904,8.769102530819884,4.528877219758674,7.271424372675233
0074_01,2,0.0,C/3/S,1,42.0,1,1.0,8397.0,0.0,0.0,506.0,1,74,1,Aldibah,Mostedry,C,3,S,8904.0,8904.0,0.0,0.0,6,3.745000906716554,6.100906349543625,12.10264844903404,6.227354841044286,11.457363896813654,6.238358435427461,3.710338580811716,8.349828597081595,6.147751308930981,8.691906223267916
0076_01,3,0.0,F/18/S,1,27.0,0,147.0,0.0,1018.0,0.0,0.0,1,76,1,Conk,Dal,F,18,S,1165.0,1165.0,0.0,0.0,5,3.1334094305712057,1.7239676269537192,13.274371176885683,2.3171765214552558,9.174867135967476,0.33018962030455234,9.715165504015435,8.807300477381306,4.632798592678671,7.167183456208295
0077_01,3,0.0,F/15/P,1,28.0,0,14.0,0.0,1295.0,0.0,0.0,1,77,1,Pon,Blité,F,15,P,1309.0,1309.0,0.0,0.0,5,3.3828851306294925,2.19138984433554,13.318920771186527,2.789748226081504,8.722931423104654,0.3370211827481929,9.780860986682287,8.87569318677127,4.795548232283707,7.448511120123782
0078_01,2,0.0,C/4/S,1,38.0,1,0.0,5840.0,0.0,321.0,9654.0,0,78,1,Spuri,Pokerheed,C,4,S,15815.0,15815.0,0.0,0.0,7,8.321226467774771,10.496983118513606,13.28305827836752,10.481248232305234,13.641806808989132,10.498121584943686,8.272466363192661,2.900864348991186,9.678191498524855,11.666930512828458
0081_01,1,1.0,G/13/S,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,81,1,Dellie,Vinozarks,G,13,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0082_01,3,0.0,F/16/P,1,42.0,1,7406.0,0.0,0.0,0.0,0.0,0,82,1,Totse,Datte,F,16,P,7406.0,7406.0,0.0,0.0,9,11.708768382624337,11.745712926318335,16.641337980027057,9.79648593197369,15.148345120645613,11.679352399509385,14.196493476534119,13.916455372955614,12.048735689539475,4.603235081026789
0082_02,3,1.0,F/16/P,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,82,2,Eaturs,Datte,F,16,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0082_03,3,1.0,F/16/P,1,8.0,0,0.0,0.0,0.0,0.0,0.0,1,82,3,None,None,F,16,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
0084_01,1,0.0,G/14/S,1,24.0,0,688.0,0.0,0.0,0.0,17.0,1,84,1,Coren,Coopezmaney,G,14,S,705.0,705.0,0.0,0.0,3,2.9216365556453683,1.025973349893138,13.276891527641043,0.9878041028404163,10.884101466452082,2.2028798339241185,9.70343127002369,8.803321498480416,4.527357180384309,6.310620707252558
0085_01,2,1.0,C/5/S,1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,85,1,Furudah,Ellcefulve,C,5,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
